Sun May 20 11:52:57 BRT 2018,@marcos_ufal  acredito que você vai amar esse grupo do telegram 
Sun May 20 11:50:18 BRT 2018,Eu devia tá estudando, mas tô lendo plano de curso e resoluções da UFAL pra ferrar com a professora caso ela me reprove por falta, é isto
Sun May 20 11:49:32 BRT 2018,@marcos_ufal @NetflixBrasil É como CPF pessoal e intransferível ;)
Sun May 20 11:48:57 BRT 2018,@marcos_ufal  
Sun May 20 11:31:58 BRT 2018,@NetflixBrasil @armandobs14
Sun May 20 11:14:17 BRT 2018,@Tec_Mundo @armandobs14
Sun May 20 10:32:16 BRT 2018,Só agora que percebi que o adesivo do NUbank tem cimetria circular. 
Sat May 19 21:24:21 BRT 2018,mentira eu qro msm eh uma vaga na ufal to poco me fudendo pra maxo @ufal chama a gente
Sat May 19 17:49:07 BRT 2018,Sobre o ME da Ufal 
Sat May 19 15:37:05 BRT 2018,Queria fazer 1 textão sobre as incoerências do "movimento estudantil" da Ufal e apontar falhas de interpretação da… 
Sat May 19 14:15:32 BRT 2018,Eu achei que umas 10h da manhã eu já estaria em casa. Mas a Ufal só come meu cu, daí cheguei agora. EU PRECISO DORMIR!
Sat May 19 09:40:55 BRT 2018,@anasemjulha eu nunca mais vou nas quintas para ufal
Sat May 19 09:24:54 BRT 2018,Tristeza de verdade é a UFAL dia de sábado.
Sat May 19 07:03:16 BRT 2018,confira: 
Sat May 19 02:52:47 BRT 2018,O que dizer de um jornal produzido totalmente por nós, alunos de jornalismo???Resultado excelente!!!A caminho do… 
Sat May 19 02:38:18 BRT 2018,@Tec_Mundo @armandobs14
Sat May 19 00:58:49 BRT 2018,Meu irmão, que semana passada essa que passou hein?! A Ufal acabando comigo, e os resultados talvez nem sejam tão b… 
Sat May 19 00:56:17 BRT 2018,Ufal 
Sat May 19 00:44:17 BRT 2018,Todo dia o mesmo Vinícius correndo atrás do mesmo pontal ufal 
Fri May 18 22:40:37 BRT 2018,Minha mãe viajando e precisando p virar com a ufal, meu irmão, ajeitar a casa e fazer comida. Estou enlouquecendo 😓😓
Fri May 18 22:28:26 BRT 2018,Hoje eu fui à Ufal destruídissimo, mais fedido que meus fachorros
Fri May 18 21:45:06 BRT 2018,Final de período, quando a matéria está top mas a professora ainda quer mais um pouco... 😁😁😁 Então vamos lá, termin… 
Fri May 18 21:28:03 BRT 2018,@bluecoloredboy cheguei da ufal 16hrs e dormi até agora foi ótimo
Fri May 18 19:19:47 BRT 2018,@jvlixnx Q?? 8 CONTO O SALGADO??? MDS! Aq na UFAL é 3,50 na maioria das lanchonetes
Fri May 18 18:51:31 BRT 2018,ufal só terça e depois férias nessa porra amém
Fri May 18 18:06:09 BRT 2018,Nessa semana à próxima já vai ser férias quem estuda na ufal, então tudo certo, vou tentar colocar as série em dia,… 
Fri May 18 18:03:05 BRT 2018,Você conhece o programa de controle do tabagismo do HU?O Programa desenvolve, há 11 anos, atividades para o tratam… 
Fri May 18 18:00:51 BRT 2018,Eu tô com sdd dos meus amigos que a Ufal me deu ano passado, não admito que a falta de acesso as redes sociais faça isso aaaaaaa
Fri May 18 17:32:22 BRT 2018,Aquela sexta esperada, com dois resultados de avaliações in loco de cursos de bacharelado, resultados de muito trab… 
Fri May 18 17:18:06 BRT 2018,Professora da ufal aplicando prova... Que os jogos comecem 😂 
Fri May 18 17:15:38 BRT 2018,Tinha um dogzineo "perdido" na UFAL, ele parecia estar procurando alguém. Me partiu o coração ver o desespero dele 💔
Fri May 18 17:04:55 BRT 2018,Para relembrar o Dia Nacional da Luta Antimanicomial, celebrado no dia 18 de maio, a Universidade Federal de Alagoa… 
Fri May 18 16:59:36 BRT 2018,Transferência Externa UFAL - 2018.1 - Ed 12-2018ATENÇÃO: Confira o Resultado Preliminar - Segunda Etapa… 
Fri May 18 16:43:16 BRT 2018,Processo Seletivo Simplificado - Técnico em Libras - UFAL - Edital 11-2018ATENÇÃO: Confira o Edital Nº 62/2018 - C… 
Fri May 18 16:37:32 BRT 2018,Começaram a apuração dos votos da eleição para o DCE Ufal! Seguuuuura!
Fri May 18 16:14:58 BRT 2018,Gostei de um vídeo @YouTube  - UFAL
Fri May 18 16:01:59 BRT 2018,A Gestão convida para audiência pública sobre reformulação do Estatuto da Ufal em Arapiraca.Na reunião será aprese… 
Fri May 18 14:28:14 BRT 2018,E na votação do DCE Ufal, em que o mesário me sugeriu votar na chapa 2??
Fri May 18 14:24:44 BRT 2018,vim pra ufal assistir UMA aula
Fri May 18 14:18:01 BRT 2018,Esse povo que vai pra UFAL no final do período, ou é um povo fudido ou um povo estudioso
Fri May 18 14:01:31 BRT 2018,Atrelando teoria e prática, graduandos do curso de jornalismo da Ufal, exibem, no dia 29 de maio, no Cine Arte Paju… 
Fri May 18 13:32:11 BRT 2018,@Viniciusheal feliz aniversário, Vineeeee 🎂 tudo de bom, que o tempo passe logo pra vc começar a brilhar na ufal <3
Fri May 18 12:59:08 BRT 2018,Pró-reitor de Pesquisa e Pós-graduação, Alejandro Cesar Frery recebe prêmio internacional por sua atuação científic… 
Fri May 18 12:55:19 BRT 2018,Professora Ivvy Quintella é a nova diretora da Pinacoteca Universitária. Leia mais:  
Fri May 18 12:17:00 BRT 2018,@UOLEsporteveTV @UOL Vixe... a espn tá parecendo o prédio de humanas da UFAL
Fri May 18 12:03:52 BRT 2018,Gestão da Ufal convida toda a comunidade universitária para participar da 3ª Audiência Pública, no próximo dia 21 d… 
Fri May 18 11:50:36 BRT 2018,q bom q é meio dia mas ja quero sair daqui de saco cheio e com fome ainda tem a porra da ufal
Fri May 18 11:27:32 BRT 2018,Proposta da chapa 2 do DCE UFAL "vamos fazer a universidade produzir conhecimento não pra grandes empresas como a D… 
Fri May 18 11:23:21 BRT 2018,Acabo de discutir com a professora de geologia que também é coordenadora do curso de geografia, agora eu só vou sair da ufal em 2020.
Fri May 18 10:14:02 BRT 2018,@azulgabs Né issooooooo eu vejo cassaco direto na UFAL, cavalo, doguinho e gato então?? Já são alunos.
Fri May 18 10:03:59 BRT 2018,As mobilizações estudantis de 1968 serão tema da mesa de debate "1968 faz 50 anos: História, Memória e Silêncios".… 
Fri May 18 08:38:29 BRT 2018,Tem um @ que estuda na UFAL e toda vez que eu o vejo fico só "Que bebê mais lindo, bem que a gente podia namorar"
Fri May 18 08:30:30 BRT 2018,Coisas que a gente encontra no banheiro da ufal 
Fri May 18 08:02:12 BRT 2018,Estagiária de nutrição do Restaurante Universitário está desenvolvendo uma pesquisa que avalia o nível de interesse… 
Fri May 18 04:00:09 BRT 2018,aquele banho as 4 da matina na UFAL
Fri May 18 01:17:04 BRT 2018,eu te desafio para um racha ufal-marechal deodoro valendo armas brancas
Fri May 18 01:11:48 BRT 2018,0 novos seguidores,1 pararam de seguir.  : 
Thu May 17 23:50:18 BRT 2018,Engraçado essa palavra, meta kkkk essa semana eu anotei 2 fucking coisinhas q tenho q fazer até amanhã e ainda n fi… 
Thu May 17 23:03:42 BRT 2018,quando eu consigo pegar o trapiche/ufal 
Thu May 17 21:04:40 BRT 2018,@mathpxt Simmm:(, e tipo, ela ficou muito feliz qnd viu que eu me identifiquei muito com esse curso e ela sabe q não tem na ufal
Thu May 17 19:53:07 BRT 2018,a ufal é o antro dos brancos de dread hj eu já vi 4 lá
Thu May 17 19:34:00 BRT 2018,Se algo me serve de consolo é saber que a partir de amanhã começa meu recesso da UFAL. São só 15 dias, mas vão servir como um mês
Thu May 17 19:31:01 BRT 2018,Eu cheguei ao nível de loucura nessa faculdade que amanhã tenho prova e nao vou fazer. Já tomei meus Rivotris e vou… 
Thu May 17 18:04:44 BRT 2018,A pré-matrícula da 3ª chamada deve ser realizada até amanhã.Confira o edital e os detalhes no link -->… 
Thu May 17 17:17:11 BRT 2018,Falou a garota que tem carro e vai e volta todos os dias para ufal, mora na ponta verde ou mangabeiras, enfim. Ol… 
Thu May 17 16:02:24 BRT 2018,Confira a programação da 16ª Semana Nacional dos Museus para esta sexta feira, no Museu de História Natural.O even… 
Thu May 17 15:41:08 BRT 2018,A mulher na pesca foi tema de TCC da UFALAna Paula, colaboradora do LACOS 21, defendeu seu trabalho, que também é… 
Thu May 17 14:30:34 BRT 2018,ISSO É FRUTO DESSA PROCRASTINAÇÃO TODA, EU QUERO ESTUDAR CARALHO COMEÇA LOGO UFAL
Thu May 17 14:18:39 BRT 2018,@NataliaOsouza E quando fazem, fazem tudo cagado. Vide faixa azul na FL é a ciclovia lateral à UFAL
Thu May 17 14:13:31 BRT 2018,Felizmente até agora vi zero urnas na UFAL e ainda bem pois obviamente não irei votar
Thu May 17 14:03:06 BRT 2018,Estudantes do curso de Design estão arrecadando livros e brinquedos para o projeto Ciranda Solidária. As doações a… 
Thu May 17 13:27:39 BRT 2018,tem muito curso que não tem na ufal mano :( 
Thu May 17 13:09:35 BRT 2018,Af na ufal não tem engenharia elétrica e se eu for p uma particular minha mãe vai ter q pagar 1.500 reais, puta merda
Thu May 17 12:14:44 BRT 2018,Gostei de um vídeo @YouTube  armadura de nanorobôs do Homem de Ferro | Nerdologia
Thu May 17 12:09:09 BRT 2018,Msm coisa da UFAL 
Thu May 17 11:11:54 BRT 2018,Hoje vamos bater um papo com a turma de Jornalismo da Ufal sobre a experiência de comunicação do @MST_Oficial, na a… 
Thu May 17 10:03:44 BRT 2018,Hoje, o Grupo de Estudos e Pesquisas em História promove a mesa Diálogos Interdisciplinares sobre gênero, raça e se… 
Thu May 17 10:03:43 BRT 2018,A Escola Técnica de Artes apresentará amanhã um novo espetáculo. "À Direita de Deus Pai – uma mojiganga brasileira"… 
Thu May 17 09:50:52 BRT 2018,Tem um trabalho da Ufal comendo meu juízo e sendo a segunda coisa que me faz ter vontade de desistir do curso e me… 
Thu May 17 08:54:19 BRT 2018,Pinacoteca da Ufal realiza Conversa de Arte em comemoração ao Dia Internacional dos Museus  
Thu May 17 08:41:17 BRT 2018,eu indo pra ufal hoje e amanhã 
Thu May 17 08:38:16 BRT 2018,Falando em Ufal, existe a pessoa voltar no meio do São João e da Copa?
Thu May 17 08:37:50 BRT 2018,To só pela misericórdia, o que me acalenta é o cheirinho de férias e ser hoje o último dia a pisar na Ufal até junho
Thu May 17 07:48:17 BRT 2018,Td culpa da ufal deveria estar viajando agr para o niver da minha tia
Thu May 17 07:33:38 BRT 2018,profetizo que semana que vem eu não precise mais entregar nada na ufal, nadinha pelamor de deus
Thu May 17 05:51:37 BRT 2018,
Wed May 16 23:32:10 BRT 2018,Esse professores de fisiologia do ICBS-UFAL fizeram especialização em filhadaputisse, só pode! Eu nunca vi uma raça… 
Wed May 16 23:06:16 BRT 2018,Amanhã o dia será especial pra mim, mas dia mega cheio, monitoria na ufal, prova de morfologia, seminário de bcm, e… 
Wed May 16 22:40:10 BRT 2018,confira: 
Wed May 16 21:40:26 BRT 2018,Hoje eu vi um negócio MT engraçado no ônibus quando tava indo p UFAL, mas na hora eu tava Sad demais p rir porém ne… 
Wed May 16 20:51:43 BRT 2018,ansiosa pra morar no meu país ufal hahaha
Wed May 16 18:04:07 BRT 2018,Amanhã a Pinacoteca Universitária realizará o espaço Conversa de Arte.O espaço é parte da programação da 16ª Seman… 
Wed May 16 16:33:47 BRT 2018,Seleção de Prestadores de Serviços Eventuais para o Concurso de Técnico-administrativo UFAL - 2018Início das Inscr… 
Wed May 16 16:18:58 BRT 2018,@clariciob Tenho esse mesmo sentimento com minha turma de odonto da ufal, mesmo agora estudando no cesmac ❤️ esses… 
Wed May 16 16:10:07 BRT 2018,Começou hoje o  2º Encontro Alagoano de Saxofonistas. O encontro continuará até o dia 18, sexta-feira.O encontro é… 
Wed May 16 16:02:48 BRT 2018,Amanhã, o Fórum de Saúde Mental Nise da Silveira se reúne no CIC para realizar atividades para fortalecer o Dia da… 
Wed May 16 14:32:34 BRT 2018,I'm at Biblioteca Setorial do Espaço Cultural da Ufal 
Wed May 16 14:31:33 BRT 2018,I'm at Pinacoteca Universitária da UFAL – Espaço Cultural Universitário Salomão de Barros Lima in Maceió, AL 
Wed May 16 14:02:56 BRT 2018,Cheguei da ufal e tentei dormir, mas não consegui 😐
Wed May 16 14:02:32 BRT 2018,@YasminPeccini Tem sempre as falsificações de comprovante de matrícula da UFAL..
Wed May 16 13:01:59 BRT 2018,A eleição do DCE Ufal tá tão ruim que nem as urnas apareceram ainda.
Wed May 16 12:46:24 BRT 2018,"não anjo mas a ufal prepara você para atuar com saúde pública", meus canteiros de rosa eu tô querendo saber como v… 
Wed May 16 12:45:08 BRT 2018,4 anos de ufal e eu vou sair profissional em:- Rodas de conversa- Problematizar tudo- Aturar pessoas/profs insol… 
Wed May 16 11:39:56 BRT 2018,Último dia para submissões! No total, são disponibilizadas 40 bolsas. Saiba mais:   Confir… 
Wed May 16 11:17:02 BRT 2018,Honrado em participar do I Semiárino Alagoano de Paradiplomacia, 28/05, em Maceió. #paradiplomacia #maceio… 
Wed May 16 10:30:56 BRT 2018,Se não tivesse queda de energia ou falta de internet, não seria a UFAL ❤ "Global Sprint 2018: What We Built" -… 
Wed May 16 09:40:38 BRT 2018,Alguém conhece alguma pessoa que faz psicologia na UFAL?
Wed May 16 09:24:30 BRT 2018,a academia da ufal acabou semana passada, como n sou obg a parar de malhar, iniciei a daqui da minha casa
Wed May 16 08:22:33 BRT 2018,Gosto tanto quando minha mãe faz o almoço em dia que vou ter que ir pra ufal, me sinto realizada ♥
Wed May 16 07:04:42 BRT 2018,perdi todos os ônibus que vai pra ufal uma pena pois não quero pegar o ufal/ipioca que passa jaja também
Wed May 16 05:55:01 BRT 2018,
Wed May 16 05:37:03 BRT 2018,
Wed May 16 00:01:31 BRT 2018,hoje não tive amb à tarde e sentei pra almoçar com as resi maravitop de cabo verde e Moçambique da ufal e que delic… 
Tue May 15 23:34:42 BRT 2018,meninas que ficam disputando quem se ferrou mais na ufal hj por causa da chuva kdjdhs
Tue May 15 23:20:38 BRT 2018,@sirmths Ufal tá acabando comigo
Tue May 15 22:16:05 BRT 2018,passei na UFAL, uau
Tue May 15 22:00:51 BRT 2018,@gvbrieletorres Nao me culpe! Num vou esperar vc na ufal assim do nada, mas na praça.... kkkkkkkkkk fazendo? Vou prai amanhã
Tue May 15 21:49:53 BRT 2018,confira: 
Tue May 15 21:47:30 BRT 2018,E aquele Congresso Internacional de Direitos Humanos da Ufal? Ainda existe?
Tue May 15 21:10:17 BRT 2018,logo depois ela começou a puxar conversa, e falar da vida dela, da filha dela q teve depressão e do medo q tinha de… 
